City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,mantua,45.1667,10.7833,7.58,92,100,0.14,IT,1677213551
84,anadyr,64.75,177.4833,-16.72,77,100,7.0,RU,1677213552
85,dobryanka,58.4619,56.4165,-20.0,99,99,2.08,RU,1677213552
86,lebu,-37.6167,-73.65,12.8,86,1,6.16,CL,1677213553
87,guanare,9.0418,-69.7421,22.66,54,6,1.17,VE,1677213553
88,san cristobal,7.7669,-72.225,20.1,82,42,0.63,VE,1677213327
89,sinnamary,5.3833,-52.95,24.08,91,100,3.31,GF,1677213554
90,kroya,-7.6331,109.2461,26.51,82,100,1.64,ID,1677213555
91,kodiak,57.79,-152.4072,4.73,81,40,1.54,US,1677213556
92,berbera,10.4396,45.0143,24.42,77,36,1.19,SO,1677213557
93,kavieng,-2.5744,150.7967,27.85,76,98,3.25,PG,1677213558
94,vaini,-21.2,-175.2,29.09,84,75,5.66,TO,1677213559
95,nerchinskiy zavod,51.3088,119.61,-11.99,77,14,1.65,RU,1677213559
96,sibolga,1.7427,98.7792,29.22,71,21,2.36,ID,1677213560
97,new norfolk,-42.7826,147.0587,31.05,22,100,1.34,AU,1677213560
98,dikson,73.5069,80.5464,-13.14,89,100,7.06,RU,1677213561
99,sikonge,-5.6333,32.7667,17.88,96,84,1.18,TZ,1677213562
100,port elizabeth,-33.918,25.5701,21.72,97,75,3.09,ZA,1677213562
101,airai,-8.9266,125.4092,21.4,73,100,2.11,TL,1677213563
102,moyale,3.5167,39.0584,21.85,46,100,2.17,KE,1677213564
103,bathsheba,13.2167,-59.5167,24.34,78,75,4.63,BB,1677213564
104,sur,22.5667,59.5289,26.38,35,0,2.92,OM,1677213565
105,casino,-28.8667,153.05,20.43,44,96,4.92,AU,1677213369
106,jawhar,2.7809,45.5005,25.79,72,70,5.57,SO,1677213566
107,weiser,44.251,-116.9693,-3.41,84,90,1.28,US,1677213567
108,severnoye,56.3491,78.3619,-3.05,90,81,6.8,RU,1677213567
109,koson,39.0375,65.585,15.18,36,94,3.99,UZ,1677213568
110,svetlaya,46.5389,138.3297,-2.99,42,49,1.58,RU,1677213569
111,half moon bay,37.4636,-122.4286,7.95,83,100,11.83,US,1677213569
112,provideniya,64.3833,-173.3,-14.83,100,84,2.89,RU,1677213570
113,ostrovnoy,68.0531,39.5131,-16.47,98,92,3.23,RU,1677213570
114,victoria,22.2855,114.1577,23.35,65,1,4.47,HK,1677213443
115,pevek,69.7008,170.3133,-24.69,98,100,5.77,RU,1677213571
116,vanavara,60.34,102.2797,-7.16,84,66,3.16,RU,1677213572
117,atuona,-9.8,-139.0333,26.75,76,6,8.02,PF,1677213573
118,chokurdakh,70.6333,147.9167,-28.63,96,100,4.89,RU,1677213573
119,namatanai,-3.6667,152.4333,29.16,70,80,4.56,PG,1677213574
120,bluff,-46.6,168.3333,18.22,58,5,7.39,NZ,1677213575
121,moron,-34.6534,-58.6198,24.99,77,14,0.81,AR,1677213367
122,jamestown,42.097,-79.2353,2.23,92,100,6.69,US,1677213367
123,bogorodskoye,56.55,37.8833,-8.89,88,100,4.84,RU,1677213576
124,alice springs,-23.7,133.8833,35.75,21,75,2.06,AU,1677213577
125,bredasdorp,-34.5322,20.0403,17.79,83,0,1.42,ZA,1677213577
126,salinopolis,-0.6136,-47.3561,24.44,90,100,1.85,BR,1677213578
127,chikwawa,-16.0335,34.8009,22.56,88,90,1.02,MW,1677213578
128,nikolskoye,59.7035,30.7861,-5.05,95,100,2.92,RU,1677213580
129,bambari,5.768,20.6757,23.52,46,86,0.65,CF,1677213580
130,raudeberg,61.9875,5.1352,3.37,78,100,14.59,NO,1677213581
131,punta alta,-38.8759,-62.0736,18.0,76,1,3.82,AR,1677213582
132,teya,60.3778,92.6267,-3.73,91,100,3.17,RU,1677213582
133,zhezkazgan,47.8043,67.7144,-7.01,86,0,2.0,KZ,1677213583
134,pochutla,15.7432,-96.4661,23.23,89,36,0.82,MX,1677213584
135,brae,60.3964,-1.353,4.04,67,100,10.74,GB,1677213584
136,aykhal,66.0,111.5,-11.94,94,99,2.82,RU,1677213506
137,kushmurun,52.4503,64.6311,-13.34,88,100,9.18,KZ,1677213585
138,havre-saint-pierre,50.2334,-63.5986,-22.0,48,75,3.09,CA,1677213586
139,sitka,57.0531,-135.33,-2.06,37,100,2.57,US,1677213587
140,broome,42.2506,-75.833,7.23,91,100,4.63,US,1677213587
141,yarmouth,41.7057,-70.2286,5.08,94,100,3.6,US,1677213588
142,shieli,44.1667,66.75,2.7,68,100,7.38,KZ,1677213589
143,hithadhoo,-0.6,73.0833,27.52,69,73,2.18,MV,1677213590
144,amahai,-3.3333,128.9167,30.15,64,100,2.05,ID,1677213591
145,udachnyy,66.4167,112.4,-13.64,77,100,2.58,RU,1677213592
146,nizwa,22.9333,57.5333,22.67,24,0,0.91,OM,1677213592
147,tadine,-21.55,167.8833,26.29,77,94,4.63,NC,1677213593
148,minab,27.1467,57.0801,16.18,94,0,0.0,IR,1677213593
149,tasiilaq,65.6145,-37.6368,-2.91,94,100,12.43,GL,1677213594
150,kalianget,-7.05,113.9333,29.33,73,59,6.9,ID,1677213595
151,mackay,-21.15,149.2,26.87,71,27,9.09,AU,1677213595
152,zhangye,38.9342,100.4517,7.75,25,1,2.14,CN,1677213596
153,chekhov,55.1431,37.4711,-8.97,82,100,4.9,RU,1677213596
154,luanda,-8.8368,13.2343,24.59,88,100,3.51,AO,1677213517
155,nemuro,43.3236,145.575,-2.48,66,23,1.9,JP,1677213597
156,sokolo,14.7328,-6.1219,25.63,15,0,3.47,ML,1677213598
157,poum,-20.2333,164.0167,26.96,73,71,4.71,NC,1677213599
158,jatara,25.0167,79.05,27.52,20,72,1.12,IN,1677213600
159,bilibino,68.0546,166.4372,-29.67,94,100,1.6,RU,1677213600
160,camacha,33.0833,-16.3333,11.68,67,40,3.6,PT,1677213601
161,mecca,21.4267,39.8261,21.53,52,0,1.77,SA,1677213602
162,bonavista,48.6499,-53.1147,-13.59,81,100,10.48,CA,1677213603
163,bilma,18.6853,12.9164,16.64,16,0,4.02,NE,1677213604
164,mildura,-34.2,142.15,36.15,29,75,5.23,AU,1677213605
165,faanui,-16.4833,-151.75,28.05,66,19,0.76,PF,1677213605
166,myrtle beach,33.6891,-78.8867,22.84,81,0,2.57,US,1677213606
167,killybegs,54.6333,-8.45,8.18,87,100,6.3,IE,1677213607
168,north bend,43.4065,-124.2243,1.59,86,75,2.06,US,1677213608
169,tiksi,71.6872,128.8694,-31.55,97,46,3.42,RU,1677213609
170,jabinyanah,35.035,10.9081,10.89,62,41,4.55,TN,1677213609
171,tuatapere,-46.1333,167.6833,19.5,43,4,2.97,NZ,1677213610
172,loa janan,-0.583,117.095,28.62,76,100,0.35,ID,1677213611
173,yellowknife,62.456,-114.3525,-31.36,75,0,4.12,CA,1677213611
174,mar del plata,-38.0023,-57.5575,19.01,88,0,1.54,AR,1677213327
175,northam,51.0333,-4.2167,5.34,80,100,2.67,GB,1677213612
176,yashalta,46.3395,42.2762,-6.83,83,6,1.36,RU,1677213613
177,kosa,59.9445,54.9977,-18.67,98,98,1.62,RU,1677213614
178,khvoynaya,58.9,34.5333,-8.46,94,100,3.05,RU,1677213614
179,sabang,5.8933,95.3214,27.68,71,96,6.56,ID,1677213615
180,salamanca,40.8333,-6.0,-4.12,86,3,0.94,ES,1677213616
181,longhua,23.6137,114.1919,25.05,36,1,2.88,CN,1677213617
182,los llanos de aridane,28.6585,-17.9182,11.86,72,0,2.57,ES,1677213617
183,varhaug,58.6147,5.6457,4.94,89,44,12.63,NO,1677213618
184,puerto ayora,-0.7393,-90.3518,24.75,94,82,1.34,EC,1677213619
185,kamenka,51.3223,42.7678,-14.68,94,89,4.03,RU,1677213620
186,bantou,26.2151,117.4893,18.54,53,49,2.27,CN,1677213620
187,susehri,40.1644,38.0867,-2.45,88,62,1.76,TR,1677213621
188,ust-ishim,57.6935,71.1665,-9.31,91,100,4.38,RU,1677213622
189,namtsy,62.7161,129.6658,-25.78,92,100,1.41,RU,1677213623
190,qaanaaq,77.484,-69.3632,-27.59,59,0,3.4,GL,1677213623
191,mount gambier,-37.8333,140.7667,36.81,20,100,4.95,AU,1677213624
192,constitucion,-35.3333,-72.4167,15.12,73,2,1.93,CL,1677213625
193,sisophon,13.5859,102.9737,33.62,28,12,3.38,KH,1677213626
194,svobodnyy,51.4,128.1333,-9.49,66,4,5.53,RU,1677213627
195,maningrida,-12.0667,134.2667,27.0,82,100,2.02,AU,1677213627
196,nivala,63.9167,24.9667,-10.73,97,53,2.17,FI,1677213628
197,kovdor,67.5662,30.4758,-17.33,99,98,1.35,RU,1677213628
198,codrington,-38.2667,141.9667,35.81,21,100,7.68,AU,1677213629
199,sulmona,42.0479,13.9291,9.38,80,44,2.01,IT,1677213630
200,uyemskiy,64.4743,40.8524,-14.97,85,40,1.0,RU,1677213630
201,hakkari,37.5833,44.1667,-14.12,85,100,1.54,TR,1677213631
202,cedar lake,41.3648,-87.4411,-2.88,70,42,6.33,US,1677213632
203,kirakira,-10.4544,161.9205,28.32,78,98,1.67,SB,1677213632
204,chernyshevskiy,63.0128,112.4714,-10.32,89,100,3.96,RU,1677213633
205,tacuarembo,-31.7333,-55.9833,20.89,62,69,1.87,UY,1677213633
206,havelock,34.8791,-76.9013,19.41,90,0,3.6,US,1677213634
207,svetlogorsk,52.6333,29.7333,-1.8,74,100,6.89,BY,1677213635
208,wanning,18.8003,110.3967,24.16,56,2,5.88,CN,1677213636
209,castro,-24.7911,-50.0119,17.5,97,100,1.67,BR,1677213636
210,souillac,-20.5167,57.5167,26.21,83,40,2.06,MU,1677213637
211,hobyo,5.3505,48.5268,25.85,70,100,5.66,SO,1677213638
212,bairiki,1.3292,172.9752,29.0,79,40,1.03,KI,1677213638
213,troitskoye,52.9821,84.6757,1.38,93,100,4.04,RU,1677213639
214,baykit,61.67,96.37,-11.48,95,88,1.89,RU,1677213640
215,gweta,-20.1833,25.2333,19.2,64,67,3.42,BW,1677213640
216,okhotsk,59.3833,143.3,-18.84,72,2,4.16,RU,1677213641
217,pisco,-13.7,-76.2167,23.03,78,0,4.63,PE,1677213491
218,vanimo,-2.6741,141.3028,28.21,83,97,4.35,PG,1677213642
219,poitiers,46.5833,0.3333,9.02,63,100,6.17,FR,1677213445
220,lafia,8.4833,8.5167,24.83,20,100,0.25,NG,1677213643
221,benjamin constant,-4.3831,-70.0311,23.07,99,92,0.46,BR,1677213643
222,bandarbeyla,9.4942,50.8122,24.35,70,93,1.87,SO,1677213644
223,iqaluit,63.7506,-68.5145,-33.15,75,100,12.86,CA,1677213645
224,angoche,-16.2325,39.9086,25.04,89,99,1.32,MZ,1677213646
225,padang,-0.9492,100.3543,28.03,75,99,3.21,ID,1677213646
226,akyab,20.15,92.9,26.99,51,0,2.92,MM,1677213647
227,vardo,70.3705,31.1107,-7.01,86,100,7.72,NO,1677213647
228,krasnyy chikoy,50.3643,108.7512,-6.17,75,22,0.5,RU,1677213648
229,hofn,64.2539,-15.2082,1.65,82,31,3.6,IS,1677213649
230,goderich,43.7501,-81.7165,-0.05,86,100,6.69,CA,1677213650
231,bulawayo,-20.15,28.5833,14.39,85,88,2.4,ZW,1677213650
232,bobo dioulasso,11.1771,-4.2979,21.25,35,13,0.0,BF,1677213651
233,coihueco,-36.6167,-71.8333,16.26,45,0,1.07,CL,1677213651
234,borogontsy,62.6683,131.1683,-24.28,90,98,0.49,RU,1677213652
235,palu,-0.8917,119.8707,30.79,69,97,1.99,ID,1677213653
236,zumarraga,11.6388,124.8417,30.09,66,92,1.75,PH,1677213653
237,sangar,63.9242,127.4739,-28.17,93,56,0.65,RU,1677213654
238,kendari,-3.945,122.4989,30.33,67,99,2.12,ID,1677213654
239,morro bay,35.3658,-120.8499,7.96,91,52,1.34,US,1677213655
240,yulara,-25.2406,130.9889,37.42,17,21,2.93,AU,1677213365
241,hanmer springs,-42.5167,172.8167,8.65,97,100,0.99,NZ,1677213656
242,horsham,51.064,-0.3272,1.68,92,0,1.03,GB,1677213657
243,bireun,5.203,96.7009,28.45,66,33,2.19,ID,1677213657
244,kloulklubed,7.0419,134.2556,29.28,77,84,7.08,PW,1677213658
245,ulladulla,-35.35,150.4667,22.82,58,70,5.13,AU,1677213659
246,sonoita,31.85,-112.8333,9.98,63,15,6.68,MX,1677213659
247,thompson,55.7435,-97.8558,-26.91,76,0,2.06,CA,1677213660
248,kavaratti,10.5669,72.642,27.19,67,33,1.79,IN,1677213660
249,mainit,9.535,125.5231,29.43,67,53,2.37,PH,1677213661
250,jipijapa,-1.3333,-80.5833,22.72,90,99,0.79,EC,1677213662
251,dhadar,28.3305,75.0632,25.09,14,99,0.27,IN,1677213663
252,lodwar,3.1191,35.5973,28.35,36,100,1.43,KE,1677213663
253,kitui,-1.367,38.0106,18.83,78,17,1.41,KE,1677213664
254,lavumisa,-27.31,31.892,19.55,86,12,0.75,SZ,1677213665
255,washington,47.5001,-120.5015,-7.78,59,80,1.29,US,1677213474
256,puerto escondido,15.85,-97.0667,27.46,74,40,0.0,MX,1677213666
257,ushtobe,45.2514,77.9838,5.1,63,100,0.76,KZ,1677213667
258,bukachacha,52.9833,116.9167,-5.66,54,5,2.35,RU,1677213667
259,valadares,41.1474,-7.9812,1.36,90,0,1.44,PT,1677213668
260,aginskoye,51.1,114.53,-5.32,50,1,3.84,RU,1677213669
261,talnakh,69.4865,88.3972,-7.66,92,100,4.2,RU,1677213670
262,fukue,32.6881,128.8419,11.2,66,75,7.2,JP,1677213670
263,fairbanks,64.8378,-147.7164,-5.81,90,100,3.09,US,1677213574
264,isangel,-19.55,169.2667,29.06,84,75,1.03,VU,1677213467
265,port hardy,50.6996,-127.4199,-1.9,40,0,9.26,CA,1677213672
266,mezen,65.8522,44.24,-18.85,100,100,0.86,RU,1677213672
267,ereymentau,51.6199,73.1033,-6.37,83,79,9.89,KZ,1677213673
268,comodoro rivadavia,-45.8667,-67.5,20.92,26,0,3.09,AR,1677213674
269,ardesen,41.1911,40.9875,3.76,80,84,2.27,TR,1677213674
270,coihaique,-45.5752,-72.0662,11.97,66,0,1.54,CL,1677213675
271,la ronge,55.1001,-105.2842,-22.86,59,0,3.6,CA,1677213675
272,hokitika,-42.7167,170.9667,19.23,43,4,4.19,NZ,1677213676
273,lourdes,43.1,-0.05,0.71,100,100,2.57,FR,1677213677
274,stokmarknes,68.5646,14.9108,-0.02,93,75,4.12,NO,1677213677
275,kijang,35.2442,129.2139,12.85,25,52,2.91,KR,1677213678
276,acapulco,16.8634,-99.8901,25.9,83,40,1.54,MX,1677213667
277,beringovskiy,63.05,179.3167,-17.89,92,30,1.6,RU,1677213679
278,tha rua,14.5634,100.7226,35.35,23,3,1.24,TH,1677213680
279,mahebourg,-20.4081,57.7,27.92,83,40,2.06,MU,1677213680
280,vila franca do campo,37.7167,-25.4333,15.23,86,100,6.57,PT,1677213681
281,bouar,5.934,15.596,17.7,27,90,1.27,CF,1677213682
282,chauk,20.8833,94.8167,30.16,29,0,2.47,MM,1677213683
283,khatanga,71.9667,102.5,-25.6,100,97,1.55,RU,1677213684
284,kalmunai,7.4167,81.8167,28.17,66,63,4.0,LK,1677213684
285,portland,45.5234,-122.6762,-2.68,64,0,11.32,US,1677213564
286,mitsamiouli,-11.3847,43.2844,27.7,73,96,1.15,KM,1677213685
287,laguna,38.421,-121.4238,7.73,71,100,8.23,US,1677213686
288,bartica,6.4,-58.6167,23.18,100,100,0.67,GY,1677213687
289,pemangkat,1.1667,108.9667,27.17,83,93,5.75,ID,1677213688
290,songkhla,6.8333,100.6667,31.03,57,86,4.07,TH,1677213689
291,florianopolis,-27.6146,-48.5012,23.56,98,100,2.57,BR,1677213689
292,kudahuvadhoo,2.6708,72.8944,27.2,67,72,3.32,MV,1677213690
293,kunigal,13.0222,77.0267,27.2,19,2,3.87,IN,1677213691
294,nichinan,31.6,131.3667,10.82,92,100,3.16,JP,1677213692
295,ankpa,7.3706,7.6253,21.56,86,80,1.81,NG,1677213692
296,teguldet,57.3064,88.1667,1.6,100,100,5.09,RU,1677213693
297,bongandanga,1.5,21.05,21.19,78,94,1.67,CD,1677213693
298,trairi,-3.2778,-39.2689,22.82,95,100,1.41,BR,1677213606
299,san rafael,-34.6177,-68.3301,20.68,34,0,0.88,AR,1677213642
300,vigrestad,58.5667,5.7,4.98,88,37,12.34,NO,1677213695
301,del rio,29.3627,-100.8968,23.06,34,0,4.12,US,1677213696
302,lorengau,-2.0226,147.2712,28.61,81,98,5.02,PG,1677213696
303,bayir,37.2687,28.2167,2.29,80,96,0.6,TR,1677213697
304,bambanglipuro,-7.95,110.2833,26.29,84,97,2.11,ID,1677213697
305,de-kastri,51.4667,140.7833,-7.86,68,68,0.57,RU,1677213698
306,port blair,11.6667,92.75,30.02,51,40,4.12,IN,1677213699
307,gazanjyk,39.2446,55.5154,6.51,46,100,5.61,TM,1677213699
308,klyuchi,52.2667,79.1667,0.95,99,100,3.72,RU,1677213700
309,saint stephen,50.3333,-4.9,3.15,75,40,2.06,GB,1677213700
310,ginir,7.1333,40.7,17.83,46,92,1.96,ET,1677213701
311,benghazi,32.1167,20.0667,14.2,56,0,2.64,LY,1677213701
312,shadrinsk,56.0852,63.6335,-11.94,93,100,4.04,RU,1677213702
313,poya,-21.35,165.15,27.58,69,90,2.8,NC,1677213703
314,manitouwadge,49.1215,-85.8403,-23.58,95,100,2.55,CA,1677213704
315,mogadishu,2.0371,45.3438,25.93,83,40,5.66,SO,1677213704
316,lompoc,34.6391,-120.4579,7.66,81,100,8.49,US,1677213705
317,pimentel,-6.8367,-79.9342,24.16,88,75,3.6,PE,1677213705
318,puerto carreno,6.189,-67.4859,25.6,46,85,3.37,CO,1677213706
319,mushie,-3.0167,16.9,21.17,82,100,0.74,CD,1677213707
320,berlevag,70.8578,29.0864,-2.0,80,100,7.72,NO,1677213707
321,alugan,12.2188,125.4808,28.0,75,91,3.57,PH,1677213708
322,san patricio,28.017,-97.5169,24.05,91,96,3.83,US,1677213708
323,gimli,50.6336,-96.9907,-19.99,59,100,2.57,CA,1677213709
324,ahipara,-35.1667,173.1667,20.29,64,6,3.56,NZ,1677213710
325,whitehorse,60.7161,-135.0538,-13.88,51,100,8.75,CA,1677213656
326,nelson bay,-32.7167,152.15,25.03,61,96,1.34,AU,1677213711
327,havoysund,70.9963,24.6622,1.13,69,96,9.83,NO,1677213711
328,katsuura,35.1333,140.3,13.86,58,100,2.05,JP,1677213712
329,makakilo city,21.3469,-158.0858,23.18,77,0,4.63,US,1677213713
330,abnub,27.2696,31.1511,11.95,61,1,1.75,EG,1677213713
331,hambantota,6.1241,81.1185,29.19,74,20,3.6,LK,1677213714
332,cochrane,51.1834,-114.4687,-27.71,63,20,3.09,CA,1677213714
333,mizdah,31.4451,12.9801,11.94,31,1,1.24,LY,1677213715
334,strezhevoy,60.7333,77.5889,-1.57,97,100,3.41,RU,1677213626
335,magadan,59.5667,150.8,-14.15,69,100,2.02,RU,1677213716
336,severo-kurilsk,50.6789,156.125,-4.55,65,95,3.28,RU,1677213716
337,kununurra,-15.7667,128.7333,27.99,83,100,1.03,AU,1677213680
338,hearst,49.6835,-83.6665,-26.86,99,100,1.53,CA,1677213717
339,oranjemund,-28.55,16.4333,16.29,95,4,3.6,NA,1677213718
340,gravelbourg,49.8834,-106.5512,-25.85,99,99,2.05,CA,1677213718
341,redcliffe,-27.2307,153.0973,24.97,65,75,6.69,AU,1677213538
342,acari,-15.4311,-74.6158,23.86,79,98,1.32,PE,1677213719
343,kabalo,-6.05,26.9167,21.18,94,100,1.58,CD,1677213720
344,college,64.8569,-147.8028,-5.82,89,75,3.09,US,1677213721
345,carrollton,32.9537,-96.8903,9.35,47,100,8.75,US,1677213463
346,makinsk,52.6292,70.4169,-11.79,90,100,10.36,KZ,1677213721
347,santana do paraiso,-19.3636,-42.5686,19.54,98,92,0.62,BR,1677213722
348,quelimane,-17.8786,36.8883,23.97,100,75,2.06,MZ,1677213723
349,ibipora,-23.2692,-51.0481,20.4,100,75,3.09,BR,1677213707
350,shingu,33.7333,135.9833,8.57,94,100,1.35,JP,1677213724
351,scarborough,54.2797,-0.4044,7.73,85,100,1.79,GB,1677213725
352,kaseda,31.4167,130.3167,12.51,81,100,4.39,JP,1677213726
353,tautira,-17.7333,-149.15,27.99,70,100,1.51,PF,1677213726
354,sayansk,54.1088,102.1648,-8.13,83,11,4.41,RU,1677213727
355,fortuna,40.5982,-124.1573,2.19,97,100,0.0,US,1677213727
356,kiunga,-6.1219,141.2906,32.57,56,100,1.68,PG,1677213728
357,saint anthony,45.0205,-93.218,-16.03,85,0,4.12,US,1677213729
358,grindavik,63.8424,-22.4338,6.26,93,100,4.63,IS,1677213729
359,mehamn,71.0357,27.8492,-2.03,86,75,6.69,NO,1677213730
360,normandin,48.8333,-72.5321,-17.83,55,100,3.6,CA,1677213731
361,klaksvik,62.2266,-6.589,3.51,77,100,7.51,FO,1677213731
362,vila velha,-20.3297,-40.2925,24.41,91,40,1.54,BR,1677213732
363,clyde river,70.4692,-68.5914,-28.87,76,87,11.83,CA,1677213728
364,mitu,1.1983,-70.1733,21.85,98,99,1.02,CO,1677213733
365,kortkeros,61.8106,51.5806,-14.0,95,99,3.11,RU,1677213734
366,knysna,-34.0363,23.0471,19.74,88,37,1.48,ZA,1677213734
